0	0	118529
0	0	104498
0	0	118530
0	0	118531
0	0	118532
1	0	99431
1	0	118533
1	0	111859
1	0	95733
1	0	101532
2	0	115742
2	0	102702
3	0	103197
3	0	102459
3	0	118534
3	0	109827
3	0	116157
3	0	118535
3	0	109555
3	0	116980
3	0	117687
3	0	118536
3	0	118537
3	0	118538
3	0	103149
3	0	118539
3	0	116741
3	0	100312
3	0	111841
3	0	116767
3	0	110938
3	0	108821
3	0	95983
3	0	116234
3	0	118540
3	0	110241
3	0	118541
3	0	98687
3	0	108307
3	0	118542
3	0	118543
3	0	118544
3	0	118545
3	0	106625
3	0	113395
3	0	95721
3	0	112956
3	0	97007
3	0	104924
4	0	118546
4	0	110976
4	0	99729
4	0	113702
5	0	102811
5	0	116456
5	0	118547
5	0	118548
5	0	95826
5	0	118549
5	0	118550
5	0	113253
5	0	105450
5	0	105980
5	0	118551
5	0	118552
5	0	109111
5	0	100626
5	0	114238
5	0	118553
6	0	113473
6	0	96465
6	0	109460
6	0	118554
6	0	118555
6	0	118556
6	0	101573
6	0	118557
6	0	97411
6	0	118558
6	0	97262
6	0	118559
6	0	101391
6	0	118560
6	0	118561
6	0	100909
6	0	103722
6	0	118562
6	0	116781
6	0	118563
6	0	118564
6	0	115634
6	0	101463
6	0	105357
7	0	116272
7	0	118565
7	0	114646
7	0	97679
7	0	115521
7	0	117919
7	0	106353
7	0	114602
7	0	118566
7	0	118567
7	0	107956
7	0	111349
7	0	106001
7	0	118568
7	0	98845
8	0	105368
8	0	100407
8	0	108810
8	0	96114
8	0	102090
8	0	118569
8	0	108866
9	0	118570
9	0	118571
9	0	107154
9	0	99729
10	0	118572
10	0	113567
10	0	97367
10	0	101296
10	0	96960
10	0	108736
10	0	118573
10	0	118574
11	0	118575
11	0	107967
11	0	114532
11	0	118576
11	0	112279
11	0	113702
12	0	107041
12	0	116354
12	0	118577
12	0	100475
12	0	100731
12	0	94410
12	0	118578
12	0	118579
12	0	94613
12	0	118554
12	0	94250
12	0	118580
13	0	117311
13	0	107351
13	0	106698
13	0	105412
13	0	100928
13	0	118475
13	0	98646
13	0	118581
14	0	101363
14	0	99691
14	0	107454
15	0	118582
15	0	118583
15	0	113520
15	0	96477
15	0	118584
15	0	118585
15	0	118586
15	0	112380
16	0	118468
16	0	101587
16	0	96262
16	0	114476
16	0	117294
16	0	118587
16	0	118588
16	0	111304
16	0	118589
16	0	118590
16	0	118591
17	0	103219
17	0	101708
17	0	108760
17	0	100731
17	0	113341
17	0	99812
17	0	118592
18	0	118593
18	0	110153
18	0	118594
18	0	118584
18	0	118595
18	0	101514
18	0	110655
18	0	118590
18	0	116154
18	0	118596
18	0	106698
18	0	118597
18	0	118598
18	0	108642
19	0	100387
19	0	118599
19	0	118600
19	0	105592
19	0	98369
19	0	99303
19	0	114502
19	0	97837
19	0	118601
19	0	95637
19	0	108736
19	0	111379
19	0	118602
19	0	112616
19	0	104758
19	0	99729
19	0	117976
19	0	98884
19	0	118603
20	0	110179
20	0	112419
20	0	118604
20	0	100504
20	0	118605
20	0	94451
20	0	107497
20	0	103762
21	0	101463
21	0	118606
21	0	118607
21	0	115306
21	0	118608
21	0	117195
21	0	99808
21	0	118609
21	0	96831
21	0	95678
21	0	115048
22	0	116161
22	0	100436
22	0	115448
22	0	106986
22	0	118610
22	0	98726
22	0	118611
22	0	118612
22	0	118613
22	0	118614
22	0	94435
23	0	104714
23	0	111758
23	0	118615
23	0	118616
23	0	118617
23	0	102349
23	0	108471
23	0	117374
23	0	117282
24	0	111051
24	0	118145
24	0	103160
24	0	116303
24	0	117228
24	0	94882
24	0	118618
24	0	105704
24	0	99114
24	0	118619
24	0	114256
24	0	105009
24	0	118620
24	0	105475
24	0	108835
24	0	118621
24	0	114367
24	0	118622
24	0	118623
24	0	107501
24	0	99278
24	0	102090
24	0	99107
24	0	98867
24	0	118624
24	0	110010
24	0	118625
24	0	118626
