0	0	112425
0	0	112426
0	0	100952
0	0	112427
0	0	112428
1	0	97536
1	0	111831
1	0	106843
1	0	95114
1	0	99013
2	0	110036
2	0	99903
3	0	100257
3	0	99735
3	0	104517
3	0	105286
3	0	110386
3	0	99196
3	0	105086
3	0	111088
3	0	111692
3	0	103131
3	0	98067
3	0	107275
3	0	100222
3	0	103532
3	0	110859
3	0	98163
3	0	106823
3	0	110885
3	0	106120
3	0	104489
3	0	95254
3	0	110456
3	0	109848
3	0	105591
3	0	103704
3	0	97016
3	0	104094
3	0	95209
3	0	96764
3	0	96900
3	0	94722
3	0	102785
3	0	108077
3	0	95107
3	0	107697
3	0	95963
3	0	101530
4	0	107152
4	0	106151
4	0	97741
4	0	108349
5	0	99987
5	0	110630
5	0	100389
5	0	108438
5	0	95160
5	0	112429
5	0	97152
5	0	107955
5	0	101916
5	0	102293
5	0	100868
5	0	97566
5	0	104706
5	0	98386
5	0	108805
5	0	106166
6	0	108134
6	0	95601
6	0	105007
6	0	108896
6	0	106391
6	0	112165
6	0	99050
6	0	103268
6	0	96215
6	0	97445
6	0	96122
6	0	110610
6	0	98905
6	0	99044
6	0	109839
6	0	98562
6	0	100623
6	0	96218
6	0	110895
6	0	95721
6	0	97563
6	0	109942
6	0	98959
6	0	101838
7	0	110483
7	0	108211
7	0	109156
7	0	96375
7	0	109851
7	0	112430
7	0	102572
7	0	109116
7	0	105586
7	0	101535
7	0	103821
7	0	106437
7	0	102310
7	0	97825
7	0	112431
8	0	101848
8	0	98239
8	0	104485
8	0	95339
8	0	99443
8	0	95657
8	0	104524
9	0	97493
9	0	96422
9	0	103203
9	0	97741
10	0	109067
10	0	108227
10	0	96185
10	0	98842
10	0	95929
10	0	104437
10	0	109008
10	0	94931
11	0	109432
11	0	103829
11	0	112432
11	0	112411
11	0	107194
11	0	108349
12	0	103106
12	0	110536
12	0	94681
12	0	98280
12	0	98458
12	0	94335
12	0	109474
12	0	96064
12	0	94450
12	0	108896
12	0	94249
12	0	105085
13	0	111354
13	0	103345
13	0	102840
13	0	101881
13	0	98577
13	0	112384
13	0	112433
13	0	109589
14	0	98886
14	0	97715
14	0	103416
15	0	96019
15	0	97519
15	0	108189
