252	1	253
253	1	597
253	1	598
253	1	599
253	1	600
252	1	254
254	1	601
254	1	602
254	1	603
254	1	604
252	1	255
255	1	605
255	1	606
255	1	607
255	1	608
255	1	609
252	1	256
256	1	610
256	1	611
256	1	612
256	1	613
256	1	614
252	1	257
257	1	615
257	1	616
257	1	617
257	1	618
257	1	619
252	1	258
258	1	620
258	1	621
258	1	622
258	1	623
258	1	624
252	1	259
259	1	625
259	1	626
259	1	627
259	1	628
259	1	629
252	1	260
260	1	630
260	1	631
260	1	600
260	1	632
260	1	633
252	1	261
261	1	634
261	1	635
261	1	636
261	1	637
261	1	638
262	1	263
263	1	639
263	1	640
263	1	641
252	1	264
264	1	642
264	1	643
264	1	644
264	1	645
264	1	646
252	1	265
265	1	647
265	1	648
265	1	649
265	1	650
265	1	651
252	1	266
266	1	652
266	1	653
266	1	654
266	1	655
252	1	267
267	1	656
267	1	657
267	1	658
252	1	268
268	1	659
268	1	660
268	1	661
268	1	662
252	1	269
269	1	647
269	1	663
269	1	664
269	1	665
252	1	270
270	1	666
270	1	667
270	1	668
270	1	669
252	1	271
271	1	670
271	1	671
271	1	672
271	1	673
252	1	272
272	1	674
272	1	675
272	1	676
272	1	677
273	2	655
273	2	667
273	2	662
274	2	612
274	2	611
274	2	608
274	2	619
274	2	625
274	2	638
275	2	625
276	2	258
276	2	268
276	2	623
276	2	666
276	2	604
276	2	631
276	2	662
277	2	613
277	2	597
278	2	272
278	2	262
278	2	673
278	2	639
278	2	677
278	2	601
278	2	606
278	2	651
278	2	660
278	2	634
279	2	265
279	2	269
279	2	271
279	2	272
279	2	640
279	2	673
279	2	676
280	2	267
280	2	626
280	2	656
281	2	265
281	2	269
281	2	649
281	2	676
281	2	648
281	2	663
281	2	665
281	2	650
281	2	664
282	2	264
282	2	258
282	2	608
282	2	619
282	2	625
282	2	642
282	2	605
282	2	606
282	2	623
282	2	643
282	2	655
282	2	662
282	2	666
282	2	616
282	2	668
282	2	658
283	2	261
283	2	601
284	2	253
284	2	260
284	2	263
284	2	266
284	2	599
284	2	630
284	2	633
284	2	641
284	2	597
284	2	627
284	2	673
285	2	255
285	2	256
285	2	257
285	2	264
285	2	602
285	2	605
285	2	606
285	2	616
285	2	624
285	2	643
285	2	660
285	2	668
286	2	271
286	2	266
286	2	675
286	2	676
286	2	607
286	2	608
286	2	622
286	2	667
286	2	677
287	2	266
287	2	255
287	2	256
287	2	257
287	2	264
287	2	270
287	2	667
287	2	677
287	2	602
287	2	606
287	2	616
287	2	624
287	2	643
287	2	660
287	2	668
287	2	639
287	2	672
288	2	268
288	2	255
288	2	256
288	2	257
288	2	264
288	2	607
288	2	608
288	2	622
288	2	606
288	2	616
288	2	624
288	2	643
288	2	660
288	2	668
288	2	634
289	2	256
289	2	257
289	2	264
289	2	268
289	2	266
289	2	606
289	2	643
289	2	655
289	2	662
289	2	667
289	2	677
290	2	267
290	2	602
290	2	605
290	2	606
290	2	616
290	2	624
290	2	660
290	2	668
291	2	255
291	2	256
291	2	257
291	2	264
291	2	606
291	2	616
291	2	643
291	2	660
291	2	668
292	2	654
293	2	253
293	2	260
293	2	257
293	2	600
293	2	653
293	2	599
293	2	633
294	2	262
294	2	639
294	2	677
