user_id,parent_asin,rating,timestamp
AFSKPY37N3C43SOI5IEXEK5JSIYA,B07J3GH1W1,5.0,1547589356557
AFSKPY37N3C43SOI5IEXEK5JSIYA,B07W397QG4,5.0,1593352422858
AFSKPY37N3C43SOI5IEXEK5JSIYA,B07KG1TWP5,5.0,1596473351088
AFSKPY37N3C43SOI5IEXEK5JSIYA,B08JTNQFZY,5.0,1617904219785
AFSKPY37N3C43SOI5IEXEK5JSIYA,B07SLFWZKN,3.0,1619737501209
AFSKPY37N3C43SOI5IEXEK5JSIYA,B07RBSLNFR,5.0,1621184430697
AFSKPY37N3C43SOI5IEXEK5JSIYA,B08P2DZB4X,5.0,1627391044559
AHV6QCNBJNSGLATP56JAWJ3C4G2A,B07NPWK167,5.0,1578928089878
AHV6QCNBJNSGLATP56JAWJ3C4G2A,B07SW7D6ZR,4.0,1580742144072
AHV6QCNBJNSGLATP56JAWJ3C4G2A,B07WNBZQGT,4.0,1581772960365
AHV6QCNBJNSGLATP56JAWJ3C4G2A,B082NKQ4ZT,4.0,1583932042329
AHV6QCNBJNSGLATP56JAWJ3C4G2A,B083TLNBJJ,4.0,1585261263214
AHV6QCNBJNSGLATP56JAWJ3C4G2A,B087D7MVHB,4.0,1591977214185
AHV6QCNBJNSGLATP56JAWJ3C4G2A,B088FBNQXW,4.0,1593043740906
AHV6QCNBJNSGLATP56JAWJ3C4G2A,B085NYYLQ8,4.0,1597526701753
AHV6QCNBJNSGLATP56JAWJ3C4G2A,B08BZ1RHPS,4.0,1597942744359
AHV6QCNBJNSGLATP56JAWJ3C4G2A,B0B2L218H2,4.0,1605814409168
AHV6QCNBJNSGLATP56JAWJ3C4G2A,B08HXQ3T9K,4.0,1607744901734
AHV6QCNBJNSGLATP56JAWJ3C4G2A,B08KWN77LW,4.0,1610133666100
AHV6QCNBJNSGLATP56JAWJ3C4G2A,B0BTJ6SYKB,4.0,1623188037011
AFJBKPK5W56XWSNPQU2WW66ISWYQ,B07J3GH1W1,4.0,1544671031249
AFJBKPK5W56XWSNPQU2WW66ISWYQ,B07LCHCD6Q,4.0,1556652791507
AFJBKPK5W56XWSNPQU2WW66ISWYQ,B084ZHP45Y,4.0,1585080133476
AFJBKPK5W56XWSNPQU2WW66ISWYQ,B087Z9X39L,5.0,1594848248797
AFJBKPK5W56XWSNPQU2WW66ISWYQ,B087ZQK2G8,4.0,1598591443230
AFJBKPK5W56XWSNPQU2WW66ISWYQ,B0841WQNNZ,5.0,1604762653089
AFJBKPK5W56XWSNPQU2WW66ISWYQ,B08LYT4Q2X,5.0,1606103453308
AFJBKPK5W56XWSNPQU2WW66ISWYQ,B08BLX72TP,3.0,1606878884208
AFJBKPK5W56XWSNPQU2WW66ISWYQ,B08NPBQR9L,5.0,1609182507469
AFJBKPK5W56XWSNPQU2WW66ISWYQ,B08SQ31H8P,4.0,1615701950469
AFJBKPK5W56XWSNPQU2WW66ISWYQ,B08N6YHQXT,5.0,1616457223039
AFJBKPK5W56XWSNPQU2WW66ISWYQ,B08KHRF9NY,5.0,1616954539796
AFJBKPK5W56XWSNPQU2WW66ISWYQ,B08PLFZB89,5.0,1617909095488
AFJBKPK5W56XWSNPQU2WW66ISWYQ,B08XJWLLKQ,5.0,1618934798418
AFXF3EGQTQDXMRLDWFU7UBFQZB7Q,B07KXM94BT,5.0,1548208863985
AFXF3EGQTQDXMRLDWFU7UBFQZB7Q,B07LCHCD6Q,4.0,1556243557316
AFXF3EGQTQDXMRLDWFU7UBFQZB7Q,B0837K9W6P,4.0,1580949934338
AFXF3EGQTQDXMRLDWFU7UBFQZB7Q,B081ZN3TD5,4.0,1581257263753
AFXF3EGQTQDXMRLDWFU7UBFQZB7Q,B07VGBBNTH,1.0,1581997877865
AFXF3EGQTQDXMRLDWFU7UBFQZB7Q,B08C72C56Z,3.0,1598665451686
AFXF3EGQTQDXMRLDWFU7UBFQZB7Q,B086XH7BWW,2.0,1599882609367
AFXF3EGQTQDXMRLDWFU7UBFQZB7Q,B08G83G24X,5.0,1606518368441
AFXF3EGQTQDXMRLDWFU7UBFQZB7Q,B08HMLXW65,3.0,1608329596770
AFXF3EGQTQDXMRLDWFU7UBFQZB7Q,B08KT7FCYY,2.0,1609804845102
AFXF3EGQTQDXMRLDWFU7UBFQZB7Q,B08P7PSMRR,4.0,1610322554727
AFXF3EGQTQDXMRLDWFU7UBFQZB7Q,B08HGZXLP6,5.0,1611102853719
AFXF3EGQTQDXMRLDWFU7UBFQZB7Q,B08N9RT9YD,4.0,1611183336145
AFXF3EGQTQDXMRLDWFU7UBFQZB7Q,B08JTNQFZY,5.0,1614036953464
AFXF3EGQTQDXMRLDWFU7UBFQZB7Q,B08QHP717Z,4.0,1614292707452
AFXF3EGQTQDXMRLDWFU7UBFQZB7Q,B09GNXK3N1,4.0,1618184630323
AFXF3EGQTQDXMRLDWFU7UBFQZB7Q,B08YNR839W,3.0,1620424267961
AFXF3EGQTQDXMRLDWFU7UBFQZB7Q,B08LPGZMQK,4.0,1623116811042
AFXF3EGQTQDXMRLDWFU7UBFQZB7Q,B09473GGM4,4.0,1624274497670
AFXF3EGQTQDXMRLDWFU7UBFQZB7Q,B0919R1CYT,4.0,1624659702420
AFXF3EGQTQDXMRLDWFU7UBFQZB7Q,B08T7GPT1D,4.0,1625006698955
AFWVN52MRBWOTIK7UGXBWGOY4HBA,B07LCHCD6Q,3.0,1555689209017
AFWVN52MRBWOTIK7UGXBWGOY4HBA,B086VYKNDF,5.0,1591751272438
AFWVN52MRBWOTIK7UGXBWGOY4HBA,B07W397QG4,3.0,1592174821054
AFWVN52MRBWOTIK7UGXBWGOY4HBA,B08879N2W3,2.0,1593668164675
AFWVN52MRBWOTIK7UGXBWGOY4HBA,B07MN1KJ15,5.0,1593851504430
AFWVN52MRBWOTIK7UGXBWGOY4HBA,B07KG1TWP5,5.0,1594595776808
AFWVN52MRBWOTIK7UGXBWGOY4HBA,B08BRS98SF,4.0,1596077526431
AFWVN52MRBWOTIK7UGXBWGOY4HBA,B08YJV9YL2,5.0,1604270002849
AFWVN52MRBWOTIK7UGXBWGOY4HBA,B086N136NH,5.0,1604465157671
AFWVN52MRBWOTIK7UGXBWGOY4HBA,B08SBV6Z57,5.0,1625801142291
AFQQQ5LGNSQUEBGDCYBAZZE5T3DA,B07NPWK167,5.0,1577144708939
AFQQQ5LGNSQUEBGDCYBAZZE5T3DA,B07J1LYVHC,5.0,1577225566969
AFQQQ5LGNSQUEBGDCYBAZZE5T3DA,B07RM722DH,5.0,1583172004166
AFQQQ5LGNSQUEBGDCYBAZZE5T3DA,B07ZS3DKL5,5.0,1593625097634
AFQQQ5LGNSQUEBGDCYBAZZE5T3DA,B07P4LLZS6,5.0,1595609922802
AFQQQ5LGNSQUEBGDCYBAZZE5T3DA,B08575Y9V3,5.0,1595783032290
AFQQQ5LGNSQUEBGDCYBAZZE5T3DA,B07DFNPVSF,5.0,1597681569330
AFQQQ5LGNSQUEBGDCYBAZZE5T3DA,B08C71WBLC,5.0,1603476184645
AFQQQ5LGNSQUEBGDCYBAZZE5T3DA,B08H4SYXR4,5.0,1604423044373
AFQQQ5LGNSQUEBGDCYBAZZE5T3DA,B08PVH18Z6,5.0,1613597095455
AGAM2CCKV52HI4YZU7ASZTSXA7YQ,B089RLLT5C,5.0,1594605653363
AGAM2CCKV52HI4YZU7ASZTSXA7YQ,B087Z9X39L,5.0,1594613631750
AGAM2CCKV52HI4YZU7ASZTSXA7YQ,B07ZS3DKL5,5.0,1594722816304
AGAM2CCKV52HI4YZU7ASZTSXA7YQ,B08CL46XNM,5.0,1599947601009
AGAM2CCKV52HI4YZU7ASZTSXA7YQ,B08BB3P4VQ,5.0,1601706559533
AGAM2CCKV52HI4YZU7ASZTSXA7YQ,B0851QJPZY,4.0,1603740124160
AGAM2CCKV52HI4YZU7ASZTSXA7YQ,B08CH5PC9W,2.0,1606338770516
AGAM2CCKV52HI4YZU7ASZTSXA7YQ,B08LYT4Q2X,5.0,1607202914733
AGAM2CCKV52HI4YZU7ASZTSXA7YQ,B07YS9W97B,5.0,1610765636781
AGAM2CCKV52HI4YZU7ASZTSXA7YQ,B08L4HTQ3R,5.0,1611551927699
AGAM2CCKV52HI4YZU7ASZTSXA7YQ,B08JTNQFZY,5.0,1612994678917
AGAM2CCKV52HI4YZU7ASZTSXA7YQ,B08XJWLLKQ,5.0,1620932469461
AGAM2CCKV52HI4YZU7ASZTSXA7YQ,B08SG2MBRY,5.0,1621575250672
AF2BLE54TEMGZ546U763ZHZRXC4A,B07LCHCD6Q,4.0,1555785204360
AF2BLE54TEMGZ546U763ZHZRXC4A,B07R3BMYBG,4.0,1561224373116
AF2BLE54TEMGZ546U763ZHZRXC4A,B0855L611L,5.0,1592427032313
AF2BLE54TEMGZ546U763ZHZRXC4A,B0859CYSTM,4.0,1593570937241
AF2BLE54TEMGZ546U763ZHZRXC4A,B086SSHLWT,4.0,1595442388136
AF2BLE54TEMGZ546U763ZHZRXC4A,B088GWCVVJ,5.0,1600623351306
AF2BLE54TEMGZ546U763ZHZRXC4A,B083BGJ4P9,5.0,1601348228292
AF2BLE54TEMGZ546U763ZHZRXC4A,B08C37KWRR,4.0,1601744886228
AF2BLE54TEMGZ546U763ZHZRXC4A,B08BB3P4VQ,4.0,1602256451928
